level,vineyard_id,row_id,blocks,rows,segments,length_m,canopy_m2,canopy_ha,interrow_m2,interrow_ha,row_structure
row,V63,V63-R212,,,1,55.37,,,,,regular
row,V63,V63-R213,,,1,6.05,,,,,regular
row,V63,V63-R214,,,1,2.05,,,,,regular
row,V63,V63-R215,,,1,55.37,,,,,disrupted
row,V63,V63-R216,,,1,4.2,,,,,regular
row,V63,V63-R217,,,1,55.35,,,,,regular
row,V63,V63-R218,,,1,12.97,,,,,regular
row,V63,V63-R219,,,1,7.21,,,,,disrupted
row,V63,V63-R220,,,1,55.35,,,,,disrupted
row,V63,V63-R221,,,1,21.47,,,,,regular
row,V63,V63-R222,,,1,11.59,,,,,regular
row,V63,V63-R223,,,1,55.38,,,,,disrupted
row,V63,V63-R224,,,1,29.2,,,,,disrupted
row,V63,V63-R225,,,1,17.22,,,,,regular
row,V63,V63-R226,,,1,36.95,,,,,disrupted
row,V63,V63-R227,,,1,55.34,,,,,disrupted
row,V63,V63-R228,,,1,44.35,,,,,disrupted
row,V63,V63-R229,,,1,22.84,,,,,regular
row,V63,V63-R230,,,1,51.25,,,,,disrupted
row,V63,V63-R231,,,1,55.34,,,,,disrupted
row,V63,V63-R232,,,1,28.42,,,,,regular
row,V63,V63-R233,,,1,33.0,,,,,disrupted
row,V63,V63-R234,,,1,37.71,,,,,disrupted
row,V63,V63-R235,,,1,42.16,,,,,disrupted
row,V63,V63-R236,,,1,47.41,,,,,regular
row,V63,V63-R237,,,1,51.84,,,,,regular
row,V63,V63-R238,,,1,57.36,,,,,regular
row,V63,V63-R239,,,1,62.79,,,,,disrupted
row,V63,V63-R240,,,1,62.79,,,,,regular
row,V63,V63-R241,,,1,62.81,,,,,disrupted
row,V63,V63-R242,,,1,62.85,,,,,regular
row,V63,V63-R243,,,1,61.67,,,,,regular
row,V63,V63-R244,,,1,48.67,,,,,disrupted
row,V63,V63-R245,,,1,55.6,,,,,regular
row,V63,V63-R246,,,1,50.63,,,,,regular
row,V63,V63-R247,,,1,28.07,,,,,regular
row,V63,V63-R248,,,1,20.9,,,,,disrupted
row,V63,V63-R249,,,1,28.38,,,,,regular
row,V63,V63-R250,,,1,42.05,,,,,regular
row,V63,V63-R251,,,1,36.73,,,,,regular
row,V63,V63-R252,,,1,31.92,,,,,regular
row,V63,V63-R253,,,1,15.27,,,,,regular
row,V63,V63-R254,,,1,26.95,,,,,regular
row,V63,V63-R255,,,1,51.57,,,,,regular
row,V63,V63-R256,,,1,7.2,,,,,regular
row,V63,V63-R257,,,1,51.55,,,,,disrupted
row,V63,V63-R258,,,1,10.3,,,,,regular
row,V63,V63-R259,,,1,19.85,,,,,regular
row,V63,V63-R260,,,1,14.3,,,,,regular
row,V63,V63-R261,,,1,44.73,,,,,disrupted
row,V63,V63-R262,,,1,51.57,,,,,disrupted
row,V63,V63-R263,,,1,8.85,,,,,regular
row,V63,V63-R264,,,1,51.56,,,,,disrupted
row,V63,V63-R265,,,1,3.05,,,,,regular
row,V63,V63-R266,,,1,51.55,,,,,regular
row,V63,V63-R267,,,1,51.56,,,,,disrupted
row,V63,V63-R268,,,1,4.67,,,,,regular
row,V63,V63-R269,,,1,51.6,,,,,disrupted
row,V63,V63-R270,,,1,10.37,,,,,regular
row,V63,V63-R271,,,1,19.08,,,,,regular
row,V63,V63-R272,,,1,51.57,,,,,disrupted
row,V63,V63-R273,,,1,51.55,,,,,disrupted
row,V63,V63-R274,,,1,51.55,,,,,disrupted
row,V63,V63-R275,,,1,51.57,,,,,disrupted
row,V63,V63-R276,,,1,51.56,,,,,disrupted
row,V63,V63-R277,,,1,51.55,,,,,disrupted
row,V63,V63-R278,,,1,37.81,,,,,disrupted
row,V63,V63-R279,,,1,47.28,,,,,disrupted
row,V63,V63-R280,,,1,46.31,,,,,regular
row,V63,V63-R281,,,1,44.53,,,,,disrupted
row,V63,V63-R282,,,1,43.8,,,,,disrupted
row,V63,V63-R283,,,1,52.39,,,,,regular
row,V63,V63-R284,,,1,57.83,,,,,regular
row,V63,V63-R285,,,1,60.24,,,,,regular
row,V63,V63-R286,,,1,60.27,,,,,regular
row,V63,V63-R287,,,1,60.3,,,,,regular
row,V63,V63-R288,,,1,10.58,,,,,regular
row,V63,V63-R289,,,1,60.21,,,,,regular
row,V63,V63-R290,,,1,60.27,,,,,regular
row,V63,V63-R291,,,1,10.83,,,,,disrupted
row,V63,V63-R292,,,1,15.0,,,,,regular
row,V63,V63-R293,,,1,23.05,,,,,disrupted
row,V63,V63-R294,,,1,27.87,,,,,regular
row,V63,V63-R295,,,1,32.36,,,,,disrupted
row,V63,V63-R296,,,1,36.95,,,,,disrupted
row,V63,V63-R297,,,1,41.75,,,,,disrupted
row,V63,V63-R298,,,1,60.25,,,,,regular
row,V63,V63-R299,,,1,48.75,,,,,regular
row,V63,V63-R300,,,1,58.13,,,,,regular
row,V63,V63-R301,,,1,6.93,,,,,regular
row,V63,V63-R302,,,1,52.57,,,,,disrupted
row,V63,V63-R303,,,1,43.07,,,,,regular
row,V63,V63-R304,,,1,20.03,,,,,disrupted
row,V63,V63-R305,,,1,42.18,,,,,disrupted
row,V63,V63-R306,,,1,25.37,,,,,disrupted
row,V63,V63-R307,,,1,36.9,,,,,regular
row,V63,V63-R308,,,1,31.72,,,,,disrupted
row,V63,V63-R309,,,1,30.7,,,,,regular
row,V63,V63-R310,,,1,37.08,,,,,disrupted
row,V63,V63-R311,,,1,24.27,,,,,regular
row,V63,V63-R312,,,1,35.24,,,,,disrupted
row,V63,V63-R313,,,1,46.7,,,,,disrupted
row,V63,V63-R314,,,1,17.75,,,,,regular
row,V63,V63-R315,,,1,10.4,,,,,regular
row,V63,V63-R316,,,1,65.9,,,,,regular
row,V63,V63-R317,,,2,80.98,,,,,regular
row,V63,V63-R318,,,1,52.98,,,,,regular
row,V63,V63-R319,,,2,81.09,,,,,regular
row,V63,V63-R320,,,2,80.77,,,,,regular
row,V63,V63-R321,,,2,80.45,,,,,regular
row,V63,V63-R322,,,1,25.6,,,,,regular
row,V63,V63-R323,,,2,80.83,,,,,regular
row,V63,V63-R324,,,2,54.02,,,,,regular
row,V63,V63-R325,,,1,18.8,,,,,regular
row,V63,V63-R326,,,2,56.4,,,,,disrupted|regular
row,V63,V63-R327,,,2,16.83,,,,,regular
row,V63,V63-R328,,,1,3.04,,,,,regular
row,V63,V63-R329,,,1,2.57,,,,,regular
row,V64,V64-R01,,,1,51.82,,,,,regular
row,V64,V64-R02,,,1,51.82,,,,,disrupted
row,V64,V64-R03,,,1,51.8,,,,,regular
row,V64,V64-R04,,,1,51.83,,,,,regular
row,V64,V64-R05,,,1,51.8,,,,,regular
row,V64,V64-R06,,,1,51.8,,,,,regular
row,V64,V64-R07,,,1,51.8,,,,,disrupted
row,V64,V64-R08,,,1,51.8,,,,,disrupted
row,V64,V64-R09,,,1,49.92,,,,,regular
row,V64,V64-R10,,,1,10.26,,,,,regular
row,V64,V64-R11,,,1,51.35,,,,,regular
row,V64,V64-R12,,,1,51.35,,,,,regular
row,V64,V64-R13,,,1,51.36,,,,,regular
row,V64,V64-R14,,,1,51.37,,,,,regular
row,V64,V64-R15,,,1,51.36,,,,,regular
row,V64,V64-R16,,,1,51.36,,,,,regular
row,V64,V64-R17,,,1,51.36,,,,,regular
row,V64,V64-R18,,,1,51.35,,,,,regular
row,V64,V64-R19,,,1,51.38,,,,,regular
row,V64,V64-R20,,,1,51.37,,,,,regular
row,V64,V64-R21,,,1,51.35,,,,,regular
row,V64,V64-R22,,,1,51.35,,,,,disrupted
row,V64,V64-R23,,,1,51.37,,,,,regular
row,V64,V64-R24,,,1,51.52,,,,,disrupted
row,V64,V64-R25,,,1,51.37,,,,,regular
row,V64,V64-R26,,,1,51.55,,,,,regular
row,V64,V64-R27,,,1,51.36,,,,,regular
row,V64,V64-R28,,,1,51.37,,,,,regular
row,V64,V64-R29,,,1,51.38,,,,,regular
row,V64,V64-R30,,,1,14.12,,,,,regular
row,V64,V64-R31,,,1,21.19,,,,,regular
row,V64,V64-R32,,,1,29.36,,,,,regular
row,V64,V64-R33,,,1,38.04,,,,,regular
row,V64,V64-R34,,,1,46.77,,,,,regular
row,V65,V65-R01,,,1,8.03,,,,,regular
row,V65,V65-R02,,,1,8.55,,,,,regular
row,V65,V65-R03,,,1,51.25,,,,,regular
row,V65,V65-R04,,,1,51.25,,,,,regular
row,V65,V65-R05,,,1,51.55,,,,,disrupted
row,V65,V65-R06,,,1,21.62,,,,,regular
row,V65,V65-R07,,,1,51.25,,,,,regular
row,V65,V65-R08,,,1,51.55,,,,,regular
row,V65,V65-R09,,,1,51.27,,,,,regular
row,V65,V65-R10,,,1,51.56,,,,,regular
row,V65,V65-R11,,,1,51.25,,,,,disrupted
row,V65,V65-R12,,,1,51.25,,,,,disrupted
row,V65,V65-R13,,,1,51.55,,,,,disrupted
row,V65,V65-R14,,,1,51.57,,,,,disrupted
row,V65,V65-R15,,,1,51.27,,,,,disrupted
row,V65,V65-R16,,,1,41.98,,,,,regular
row,V65,V65-R17,,,1,51.55,,,,,disrupted
row,V65,V65-R18,,,1,51.27,,,,,disrupted
row,V65,V65-R19,,,1,48.0,,,,,regular
row,V65,V65-R20,,,1,51.55,,,,,disrupted
row,V65,V65-R21,,,1,51.25,,,,,disrupted
row,V65,V65-R22,,,1,51.56,,,,,disrupted
row,V65,V65-R23,,,1,46.93,,,,,regular
row,V65,V65-R24,,,1,51.32,,,,,regular
row,V65,V65-R25,,,1,51.27,,,,,disrupted
row,V65,V65-R26,,,1,51.54,,,,,disrupted
row,V65,V65-R27,,,1,51.25,,,,,disrupted
row,V65,V65-R28,,,1,51.55,,,,,disrupted
row,V65,V65-R29,,,1,51.25,,,,,disrupted
row,V65,V65-R30,,,1,54.81,,,,,regular
row,V65,V65-R31,,,1,51.53,,,,,disrupted
row,V65,V65-R32,,,1,51.25,,,,,disrupted
row,V65,V65-R33,,,1,51.8,,,,,disrupted
row,V65,V65-R34,,,1,51.27,,,,,disrupted
row,V65,V65-R35,,,1,45.9,,,,,regular
row,V65,V65-R36,,,1,57.88,,,,,disrupted
row,V65,V65-R37,,,1,51.27,,,,,disrupted
row,V65,V65-R38,,,1,36.75,,,,,disrupted
row,V65,V65-R39,,,1,10.73,,,,,regular
row,V65,V65-R40,,,1,47.24,,,,,disrupted
row,V65,V65-R41,,,1,54.1,,,,,disrupted
row,V65,V65-R42,,,1,22.51,,,,,regular
row,V65,V65-R43,,,1,51.85,,,,,disrupted
row,V65,V65-R44,,,1,46.69,,,,,disrupted
row,V65,V65-R45,,,1,20.93,,,,,regular
row,V65,V65-R46,,,1,6.52,,,,,regular
row,V65,V65-R47,,,1,51.25,,,,,disrupted
row,V65,V65-R48,,,1,41.81,,,,,regular
row,V65,V65-R49,,,1,51.85,,,,,disrupted
row,V65,V65-R50,,,1,15.73,,,,,disrupted
row,V65,V65-R51,,,1,51.78,,,,,disrupted
row,V65,V65-R52,,,1,29.4,,,,,regular
row,V65,V65-R53,,,1,37.44,,,,,regular
row,V65,V65-R54,,,1,51.25,,,,,disrupted
row,V65,V65-R55,,,1,34.82,,,,,regular
row,V65,V65-R56,,,1,33.8,,,,,disrupted
row,V65,V65-R57,,,1,51.82,,,,,disrupted
row,V65,V65-R58,,,1,37.53,,,,,disrupted
row,V65,V65-R59,,,1,29.28,,,,,disrupted
row,V65,V65-R60,,,1,51.77,,,,,disrupted
row,V65,V65-R61,,,1,24.74,,,,,regular
row,V65,V65-R62,,,1,20.13,,,,,regular
row,V65,V65-R63,,,1,19.95,,,,,regular
row,V65,V65-R64,,,1,51.8,,,,,disrupted
row,V65,V65-R65,,,1,21.65,,,,,disrupted
row,V65,V65-R66,,,1,19.5,,,,,disrupted
row,V65,V65-R67,,,1,41.3,,,,,disrupted
row,V65,V65-R68,,,1,51.8,,,,,disrupted
row,V65,V65-R69,,,1,45.9,,,,,disrupted
row,V65,V65-R70,,,1,53.53,,,,,disrupted
row,V65,V65-R71,,,1,45.5,,,,,disrupted
row,V65,V65-R72,,,1,15.5,,,,,regular
row,V65,V65-R73,,,1,45.57,,,,,disrupted
row,V65,V65-R74,,,1,51.82,,,,,disrupted
row,V65,V65-R75,,,1,11.11,,,,,disrupted
row,V65,V65-R76,,,1,29.42,,,,,regular
row,V65,V65-R77,,,1,47.6,,,,,disrupted
row,V65,V65-R78,,,1,21.7,,,,,regular
row,V65,V65-R79,,,1,51.29,,,,,disrupted
row,V65,V65-R80,,,1,51.3,,,,,disrupted
row,V65,V65-R81,,,1,51.3,,,,,disrupted
row,V65,V65-R82,,,1,27.4,,,,,regular
row,V65,V65-R83,,,1,51.3,,,,,disrupted
row,V65,V65-R84,,,1,38.02,,,,,disrupted
row,V65,V65-R85,,,1,25.07,,,,,regular
row,V65,V65-R86,,,1,25.47,,,,,regular
row,V65,V65-R87,,,1,35.3,,,,,disrupted
row,V65,V65-R88,,,1,40.62,,,,,disrupted
row,V65,V65-R89,,,1,41.45,,,,,disrupted
row,V65,V65-R90,,,1,36.53,,,,,disrupted
row,V66,V66-R001,,,1,5.23,,,,,regular
row,V66,V66-R002,,,1,7.72,,,,,regular
row,V66,V66-R003,,,1,30.03,,,,,disrupted
row,V66,V66-R004,,,1,51.55,,,,,disrupted
row,V66,V66-R005,,,1,51.55,,,,,disrupted
row,V66,V66-R006,,,1,51.55,,,,,disrupted
row,V66,V66-R007,,,1,51.52,,,,,disrupted
row,V66,V66-R008,,,1,51.53,,,,,disrupted
row,V66,V66-R009,,,1,51.53,,,,,disrupted
row,V66,V66-R010,,,1,51.54,,,,,disrupted
row,V66,V66-R011,,,1,51.54,,,,,disrupted
row,V66,V66-R012,,,1,39.67,,,,,disrupted
row,V66,V66-R013,,,1,38.28,,,,,disrupted
row,V66,V66-R014,,,1,51.56,,,,,disrupted
row,V66,V66-R015,,,1,47.13,,,,,disrupted
row,V66,V66-R016,,,1,32.05,,,,,disrupted
row,V66,V66-R017,,,1,51.55,,,,,regular
row,V66,V66-R018,,,1,51.55,,,,,disrupted
row,V66,V66-R019,,,1,51.54,,,,,disrupted
row,V66,V66-R020,,,1,51.55,,,,,disrupted
row,V66,V66-R021,,,1,8.35,,,,,disrupted
row,V66,V66-R022,,,1,51.55,,,,,disrupted
row,V66,V66-R023,,,1,17.11,,,,,disrupted
row,V66,V66-R024,,,1,28.13,,,,,disrupted
row,V66,V66-R025,,,1,51.58,,,,,disrupted
row,V66,V66-R026,,,1,19.0,,,,,disrupted
row,V66,V66-R027,,,1,41.12,,,,,disrupted
row,V66,V66-R028,,,1,40.0,,,,,disrupted
row,V66,V66-R029,,,1,51.27,,,,,disrupted
row,V66,V66-R030,,,1,41.88,,,,,disrupted
row,V66,V66-R031,,,1,51.25,,,,,regular
row,V66,V66-R032,,,1,37.82,,,,,disrupted
row,V66,V66-R033,,,2,81.81,,,,,disrupted|regular
row,V66,V66-R034,,,1,51.25,,,,,disrupted
row,V66,V66-R035,,,1,51.44,,,,,disrupted
row,V66,V66-R036,,,1,43.1,,,,,disrupted
row,V66,V66-R037,,,1,4.05,,,,,regular
row,V66,V66-R038,,,2,84.44,,,,,disrupted|regular
row,V66,V66-R039,,,1,49.65,,,,,regular
row,V66,V66-R040,,,1,42.3,,,,,disrupted
row,V66,V66-R041,,,1,42.08,,,,,disrupted
row,V66,V66-R042,,,1,51.44,,,,,disrupted
row,V66,V66-R043,,,1,45.93,,,,,disrupted
row,V66,V66-R044,,,1,51.55,,,,,regular
row,V66,V66-R045,,,1,1.73,,,,,regular
row,V66,V66-R046,,,1,51.41,,,,,disrupted
row,V66,V66-R047,,,1,42.58,,,,,disrupted
row,V66,V66-R048,,,1,51.57,,,,,regular
row,V66,V66-R049,,,1,8.55,,,,,regular
row,V66,V66-R050,,,1,47.63,,,,,disrupted
row,V66,V66-R051,,,1,11.47,,,,,disrupted
row,V66,V66-R052,,,1,51.42,,,,,disrupted
row,V66,V66-R053,,,1,51.55,,,,,regular
row,V66,V66-R054,,,1,8.82,,,,,regular
row,V66,V66-R055,,,1,16.04,,,,,regular
row,V66,V66-R056,,,1,43.57,,,,,disrupted
row,V66,V66-R057,,,1,51.45,,,,,disrupted
row,V66,V66-R058,,,1,12.55,,,,,regular
row,V66,V66-R059,,,1,19.73,,,,,disrupted
row,V66,V66-R060,,,1,43.25,,,,,disrupted
row,V66,V66-R061,,,1,24.77,,,,,regular
row,V66,V66-R062,,,1,18.99,,,,,disrupted
row,V66,V66-R063,,,2,102.98,,,,,disrupted|regular
row,V66,V66-R064,,,1,43.85,,,,,disrupted
row,V66,V66-R065,,,1,29.0,,,,,disrupted
row,V66,V66-R066,,,1,27.6,,,,,disrupted
row,V66,V66-R067,,,1,24.84,,,,,disrupted
row,V66,V66-R068,,,2,102.99,,,,,disrupted|regular
row,V66,V66-R069,,,1,53.0,,,,,disrupted
row,V66,V66-R070,,,2,103.02,,,,,disrupted|regular
row,V66,V66-R071,,,1,52.97,,,,,disrupted
row,V66,V66-R072,,,2,103.01,,,,,disrupted|regular
row,V66,V66-R073,,,1,47.32,,,,,disrupted
row,V66,V66-R074,,,1,51.44,,,,,disrupted
row,V66,V66-R075,,,1,51.43,,,,,disrupted
row,V66,V66-R076,,,1,34.25,,,,,disrupted
row,V66,V66-R077,,,1,44.15,,,,,regular
row,V66,V66-R078,,,1,51.42,,,,,disrupted
row,V66,V66-R079,,,1,25.17,,,,,disrupted
row,V66,V66-R080,,,1,11.97,,,,,regular
row,V66,V66-R081,,,1,27.16,,,,,regular
row,V66,V66-R082,,,1,12.8,,,,,regular
row,V66,V66-R083,,,1,16.5,,,,,regular
row,V66,V66-R084,,,2,64.68,,,,,disrupted
row,V66,V66-R085,,,1,44.17,,,,,regular
row,V66,V66-R086,,,2,52.81,,,,,regular
row,V66,V66-R087,,,1,41.03,,,,,regular
row,V66,V66-R088,,,1,51.45,,,,,disrupted
row,V66,V66-R089,,,2,98.8,,,,,disrupted
row,V66,V66-R090,,,1,40.38,,,,,regular
row,V66,V66-R091,,,1,51.82,,,,,disrupted
row,V66,V66-R092,,,1,37.8,,,,,regular
row,V66,V66-R093,,,1,51.82,,,,,disrupted
row,V66,V66-R094,,,1,51.82,,,,,disrupted
row,V66,V66-R095,,,2,49.86,,,,,regular
row,V66,V66-R096,,,1,1.0,,,,,regular
row,V66,V66-R097,,,1,6.4,,,,,regular
row,V66,V66-R098,,,1,1.94,,,,,regular
row,V66,V66-R099,,,1,4.9,,,,,regular
row,V66,V66-R100,,,1,7.28,,,,,regular
row,V66,V66-R101,,,1,15.52,,,,,regular
row,V66,V66-R102,,,1,12.32,,,,,regular
row,V66,V66-R103,,,1,22.13,,,,,disrupted
row,V66,V66-R104,,,1,29.6,,,,,disrupted
row,V66,V66-R105,,,1,22.95,,,,,regular
row,V66,V66-R106,,,1,32.15,,,,,disrupted
row,V66,V66-R107,,,1,33.4,,,,,disrupted
row,V66,V66-R108,,,1,29.75,,,,,regular
row,V66,V66-R109,,,2,28.11,,,,,disrupted|regular
row,V66,V66-R110,,,1,34.83,,,,,disrupted
row,V66,V66-R111,,,1,37.2,,,,,disrupted
row,V66,V66-R112,,,1,39.1,,,,,disrupted
row,V66,V66-R113,,,1,31.69,,,,,disrupted
row,V66,V66-R114,,,1,34.24,,,,,regular
row,V66,V66-R115,,,1,44.02,,,,,disrupted
row,V66,V66-R116,,,1,46.0,,,,,disrupted
row,V66,V66-R117,,,1,48.09,,,,,disrupted
row,V66,V66-R118,,,1,49.62,,,,,disrupted
row,V66,V66-R119,,,1,14.54,,,,,regular
row,V67,V67-R01,,,1,61.47,,,,,regular
row,V67,V67-R02,,,1,15.11,,,,,regular
row,V67,V67-R03,,,1,13.27,,,,,disrupted
row,V67,V67-R04,,,1,28.19,,,,,regular
row,V67,V67-R05,,,1,16.12,,,,,regular
row,V67,V67-R06,,,1,16.22,,,,,regular
row,V67,V67-R07,,,1,19.84,,,,,regular
row,V67,V67-R08,,,1,24.42,,,,,regular
row,V67,V67-R09,,,1,27.63,,,,,disrupted
row,V67,V67-R10,,,1,30.52,,,,,disrupted
row,V67,V67-R11,,,1,31.94,,,,,regular
row,V67,V67-R12,,,1,33.6,,,,,disrupted
row,V67,V67-R13,,,1,36.28,,,,,regular
row,V67,V67-R14,,,1,42.62,,,,,disrupted
row,V67,V67-R15,,,1,47.25,,,,,disrupted
row,V67,V67-R16,,,1,47.55,,,,,disrupted
row,V67,V67-R17,,,1,49.5,,,,,regular
row,V67,V67-R18,,,1,51.21,,,,,disrupted
row,V67,V67-R19,,,1,51.2,,,,,regular
row,V67,V67-R20,,,1,2.99,,,,,regular
row,V67,V67-R21,,,1,8.18,,,,,regular
row,V67,V67-R22,,,1,11.62,,,,,regular
row,V67,V67-R23,,,1,14.41,,,,,regular
row,V67,V67-R24,,,1,14.55,,,,,disrupted
row,V67,V67-R25,,,1,17.37,,,,,regular
row,V67,V67-R26,,,1,19.95,,,,,disrupted
row,V67,V67-R27,,,1,22.77,,,,,disrupted
row,V67,V67-R28,,,1,26.0,,,,,regular
row,V67,V67-R29,,,1,29.2,,,,,disrupted
row,V67,V67-R30,,,1,32.12,,,,,disrupted
row,V67,V67-R31,,,1,32.97,,,,,disrupted
row,V67,V67-R32,,,1,34.54,,,,,regular
row,V67,V67-R33,,,1,37.1,,,,,disrupted
row,V68,V68-R001,,,1,15.02,,,,,regular
row,V68,V68-R002,,,1,66.35,,,,,regular
row,V68,V68-R003,,,1,1.25,,,,,regular
row,V68,V68-R004,,,1,1.2,,,,,regular
row,V68,V68-R005,,,1,7.43,,,,,regular
row,V68,V68-R006,,,1,13.67,,,,,regular
row,V68,V68-R007,,,1,19.98,,,,,regular
row,V68,V68-R008,,,1,47.74,,,,,regular
row,V68,V68-R009,,,1,34.07,,,,,regular
row,V68,V68-R010,,,1,54.54,,,,,regular
row,V68,V68-R011,,,1,61.07,,,,,regular
row,V68,V68-R012,,,1,51.47,,,,,regular
row,V68,V68-R013,,,1,63.57,,,,,regular
row,V68,V68-R014,,,1,33.12,,,,,regular
row,V68,V68-R015,,,1,13.1,,,,,regular
row,V68,V68-R016,,,1,51.48,,,,,regular
row,V68,V68-R017,,,1,6.4,,,,,regular
row,V68,V68-R018,,,1,3.61,,,,,regular
row,V68,V68-R019,,,1,5.53,,,,,regular
row,V68,V68-R020,,,1,51.47,,,,,regular
row,V68,V68-R021,,,1,51.46,,,,,disrupted
row,V68,V68-R022,,,1,51.48,,,,,regular
row,V68,V68-R023,,,1,51.46,,,,,disrupted
row,V68,V68-R024,,,1,51.16,,,,,regular
row,V68,V68-R025,,,1,51.47,,,,,disrupted
row,V68,V68-R026,,,1,57.21,,,,,regular
row,V68,V68-R027,,,1,65.58,,,,,disrupted
row,V68,V68-R028,,,1,65.61,,,,,regular
row,V68,V68-R029,,,1,55.18,,,,,regular
row,V68,V68-R030,,,1,6.06,,,,,regular
row,V68,V68-R031,,,1,11.83,,,,,regular
row,V68,V68-R032,,,1,18.28,,,,,regular
row,V68,V68-R033,,,2,82.89,,,,,disrupted|regular
row,V68,V68-R034,,,1,24.47,,,,,regular
row,V68,V68-R035,,,2,75.06,,,,,regular
row,V68,V68-R036,,,1,29.48,,,,,regular
row,V68,V68-R037,,,2,99.27,,,,,disrupted|regular
row,V68,V68-R038,,,1,41.02,,,,,disrupted
row,V68,V68-R039,,,3,129.23,,,,,disrupted|regular
row,V68,V68-R040,,,3,130.29,,,,,disrupted|regular
row,V68,V68-R041,,,1,59.2,,,,,regular
row,V68,V68-R042,,,3,129.63,,,,,disrupted|regular
row,V68,V68-R043,,,1,53.17,,,,,disrupted
row,V68,V68-R044,,,2,129.07,,,,,disrupted|regular
row,V68,V68-R045,,,2,124.45,,,,,disrupted|regular
row,V68,V68-R046,,,1,50.27,,,,,disrupted
row,V68,V68-R047,,,1,44.85,,,,,disrupted
row,V68,V68-R048,,,2,112.27,,,,,disrupted|regular
row,V68,V68-R049,,,1,18.48,,,,,regular
row,V68,V68-R050,,,2,93.75,,,,,regular
row,V68,V68-R051,,,1,35.61,,,,,regular
row,V68,V68-R052,,,1,29.18,,,,,regular
row,V68,V68-R053,,,2,62.55,,,,,disrupted|regular
row,V68,V68-R054,,,1,51.52,,,,,disrupted
row,V68,V68-R055,,,1,53.88,,,,,regular
row,V68,V68-R056,,,2,52.9,,,,,disrupted|regular
row,V68,V68-R057,,,1,17.03,,,,,regular
row,V68,V68-R058,,,1,51.5,,,,,disrupted
row,V68,V68-R059,,,1,11.7,,,,,regular
row,V68,V68-R060,,,2,30.35,,,,,regular
row,V68,V68-R061,,,1,51.51,,,,,disrupted
row,V68,V68-R062,,,1,42.38,,,,,regular
row,V68,V68-R063,,,1,6.75,,,,,regular
row,V68,V68-R064,,,1,51.5,,,,,disrupted
row,V68,V68-R065,,,1,51.51,,,,,disrupted
row,V68,V68-R066,,,1,1.98,,,,,regular
row,V68,V68-R067,,,1,33.63,,,,,disrupted
row,V68,V68-R068,,,1,51.52,,,,,disrupted
row,V68,V68-R069,,,1,28.57,,,,,disrupted
row,V68,V68-R070,,,1,51.5,,,,,disrupted
row,V68,V68-R071,,,1,51.52,,,,,disrupted
row,V68,V68-R072,,,1,51.52,,,,,disrupted
row,V68,V68-R073,,,1,12.88,,,,,regular
row,V68,V68-R074,,,1,51.5,,,,,disrupted
row,V68,V68-R075,,,1,51.51,,,,,disrupted
row,V68,V68-R076,,,1,51.5,,,,,disrupted
row,V68,V68-R077,,,1,1.18,,,,,regular
row,V68,V68-R078,,,1,51.52,,,,,disrupted
row,V68,V68-R079,,,1,51.52,,,,,disrupted
row,V68,V68-R080,,,1,51.5,,,,,disrupted
row,V68,V68-R081,,,1,39.37,,,,,disrupted
row,V68,V68-R082,,,1,18.56,,,,,regular
row,V68,V68-R083,,,1,51.52,,,,,disrupted
row,V68,V68-R084,,,1,51.5,,,,,disrupted
row,V68,V68-R085,,,1,51.83,,,,,disrupted
row,V68,V68-R086,,,2,48.18,,,,,disrupted|regular
row,V68,V68-R087,,,1,51.82,,,,,regular
row,V68,V68-R088,,,1,42.05,,,,,regular
row,V68,V68-R089,,,1,51.8,,,,,regular
row,V68,V68-R090,,,1,51.85,,,,,regular
row,V68,V68-R091,,,1,51.77,,,,,regular
row,V68,V68-R092,,,1,51.85,,,,,regular
row,V68,V68-R093,,,1,51.85,,,,,regular
row,V68,V68-R094,,,1,17.33,,,,,regular
row,V68,V68-R095,,,1,51.82,,,,,regular
row,V68,V68-R096,,,1,51.84,,,,,regular
row,V68,V68-R097,,,1,51.8,,,,,disrupted
row,V68,V68-R098,,,1,51.86,,,,,regular
row,V68,V68-R099,,,1,1.47,,,,,regular
row,V68,V68-R100,,,1,51.8,,,,,regular
row,V68,V68-R101,,,1,51.85,,,,,regular
row,V68,V68-R102,,,1,5.89,,,,,regular
row,V68,V68-R103,,,1,51.87,,,,,regular
row,V68,V68-R104,,,1,19.57,,,,,regular
row,V68,V68-R105,,,1,51.8,,,,,disrupted
row,V68,V68-R106,,,1,51.84,,,,,regular
row,V68,V68-R107,,,1,51.82,,,,,disrupted
row,V68,V68-R108,,,1,37.68,,,,,disrupted
row,V68,V68-R109,,,1,51.87,,,,,regular
row,V68,V68-R110,,,1,51.85,,,,,regular
row,V68,V68-R111,,,1,51.82,,,,,disrupted
row,V68,V68-R112,,,1,51.85,,,,,disrupted
row,V68,V68-R113,,,1,42.05,,,,,disrupted
row,V68,V68-R114,,,1,51.27,,,,,disrupted
row,V68,V68-R115,,,1,51.25,,,,,disrupted
row,V68,V68-R116,,,1,51.27,,,,,disrupted
row,V68,V68-R117,,,1,51.28,,,,,regular
row,V68,V68-R118,,,1,51.27,,,,,regular
row,V68,V68-R119,,,1,51.29,,,,,regular
row,V68,V68-R120,,,1,51.27,,,,,regular
